publication_ns,interval_end_ns,gap_m,relative_speed_mps,ego_speed_mps,ego_position_m,lead_position_m,lead_speed_mps,published_command_mps2,controller_output_mps2,sampled_gap_m,sampled_relative_speed_mps,sampled_ego_speed_mps,applied_mps2
0,10000000,60.0,0.0,25.0,0.25,60.25,25.0,1.5,1.5,60.0,0.0,25.0,0.0
10000000,20000000,59.999925,-0.015000000000000568,25.015,0.500075,60.5,25.0,1.5,1.5,60.0,0.0,25.0,1.5
20000000,30000000,59.9997,-0.030000000000001137,25.03,0.7503000000000001,60.75,25.0,1.5,1.5,60.0,0.0,25.0,1.5
30000000,40000000,59.999325,-0.045000000000001705,25.045,1.0006750000000002,61.0,25.0,1.5,1.5,59.999925,-0.015000000000000568,25.015,1.5
40000000,50000000,59.9988,-0.060000000000002274,25.060000000000002,1.2512000000000003,61.25,25.0,1.5,1.5,59.9997,-0.030000000000001137,25.03,1.5
50000000,60000000,59.998125,-0.07500000000000284,25.075000000000003,1.5018750000000003,61.5,25.0,1.5,1.5,59.999325,-0.045000000000001705,25.045,1.5
60000000,70000000,59.9973,-0.09000000000000341,25.090000000000003,1.7527000000000004,61.75,25.0,1.5,1.5,59.9988,-0.060000000000002274,25.060000000000002,1.5
70000000,80000000,59.996325,-0.10500000000000398,25.105000000000004,2.0036750000000003,62.0,25.0,1.5,1.5,59.998125,-0.07500000000000284,25.075000000000003,1.5
80000000,90000000,59.9952,-0.12000000000000455,25.120000000000005,2.2548000000000004,62.25,25.0,1.5,1.5,59.9973,-0.09000000000000341,25.090000000000003,1.5
90000000,100000000,59.993925,-0.13500000000000512,25.135000000000005,2.506075,62.5,25.0,1.5,1.5,59.996325,-0.10500000000000398,25.105000000000004,1.5
100000000,110000000,59.9925,-0.15000000000000568,25.150000000000006,2.7575,62.75,25.0,1.5,1.5,59.9952,-0.12000000000000455,25.120000000000005,1.5
110000000,120000000,59.990925,-0.16500000000000625,25.165000000000006,3.0090749999999997,63.0,25.0,1.5,1.5,59.993925,-0.13500000000000512,25.135000000000005,1.5
120000000,130000000,59.9892,-0.18000000000000682,25.180000000000007,3.2607999999999997,63.25,25.0,1.5,1.5,59.9925,-0.15000000000000568,25.150000000000006,1.5
130000000,140000000,59.987325,-0.1950000000000074,25.195000000000007,3.5126749999999998,63.5,25.0,1.5,1.5,59.990925,-0.16500000000000625,25.165000000000006,1.5
140000000,150000000,59.9853,-0.21000000000000796,25.210000000000008,3.7646999999999995,63.75,25.0,1.5,1.5,59.9892,-0.18000000000000682,25.180000000000007,1.5
150000000,160000000,59.983125,-0.22500000000000853,25.22500000000001,4.016875,64.0,25.0,1.5,1.5,59.987325,-0.1950000000000074,25.195000000000007,1.5
160000000,170000000,59.9808,-0.2400000000000091,25.24000000000001,4.2692,64.25,25.0,1.5,1.5,59.9853,-0.21000000000000796,25.210000000000008,1.5
170000000,180000000,59.978325,-0.25500000000000966,25.25500000000001,4.521674999999999,64.5,25.0,1.5,1.5,59.983125,-0.22500000000000853,25.22500000000001,1.5
180000000,190000000,59.9757,-0.27000000000001023,25.27000000000001,4.774299999999999,64.75,25.0,1.5,1.5,59.9808,-0.2400000000000091,25.24000000000001,1.5
190000000,200000000,59.972925000000004,-0.2850000000000108,25.28500000000001,5.027074999999999,65.0,25.0,1.5,1.5,59.978325,-0.25500000000000966,25.25500000000001,1.5
200000000,210000000,59.97,-0.30000000000001137,25.30000000000001,5.279999999999999,65.25,25.0,1.5,1.5,59.9757,-0.27000000000001023,25.27000000000001,1.5
210000000,220000000,59.966925,-0.31500000000001194,25.315000000000012,5.533074999999999,65.5,25.0,1.5,1.5,59.972925000000004,-0.2850000000000108,25.28500000000001,1.5
220000000,230000000,59.9637,-0.3300000000000125,25.330000000000013,5.786299999999999,65.75,25.0,1.5,1.5,59.97,-0.30000000000001137,25.30000000000001,1.5
230000000,240000000,59.960325,-0.3450000000000131,25.345000000000013,6.039674999999999,66.0,25.0,1.5,1.5,59.966925,-0.31500000000001194,25.315000000000012,1.5
240000000,250000000,59.9568,-0.36000000000001364,25.360000000000014,6.293199999999999,66.25,25.0,1.5,1.5,59.9637,-0.3300000000000125,25.330000000000013,1.5
250000000,260000000,59.953125,-0.3750000000000142,25.375000000000014,6.546874999999999,66.5,25.0,1.5,1.5,59.960325,-0.3450000000000131,25.345000000000013,1.5
260000000,270000000,59.9493,-0.3900000000000148,25.390000000000015,6.800699999999999,66.75,25.0,1.5,1.5,59.9568,-0.36000000000001364,25.360000000000014,1.5
270000000,280000000,59.945325000000004,-0.40500000000001535,25.405000000000015,7.054674999999999,67.0,25.0,1.5,1.5,59.953125,-0.3750000000000142,25.375000000000014,1.5
280000000,290000000,59.9412,-0.4200000000000159,25.420000000000016,7.308799999999999,67.25,25.0,1.5,1.5,59.9493,-0.3900000000000148,25.390000000000015,1.5
290000000,300000000,59.936925,-0.4350000000000165,25.435000000000016,7.563074999999999,67.5,25.0,1.5,1.5,59.945325000000004,-0.40500000000001535,25.405000000000015,1.5
300000000,310000000,59.932500000000005,-0.45000000000001705,25.450000000000017,7.817499999999999,67.75,25.0,1.5,1.5,59.9412,-0.4200000000000159,25.420000000000016,1.5
310000000,320000000,59.927925,-0.4650000000000176,25.465000000000018,8.072075,68.0,25.0,1.5,1.5,59.936925,-0.4350000000000165,25.435000000000016,1.5
320000000,330000000,59.9232,-0.4800000000000182,25.480000000000018,8.3268,68.25,25.0,1.5,1.5,59.932500000000005,-0.45000000000001705,25.450000000000017,1.5
330000000,340000000,59.918324999999996,-0.49500000000001876,25.49500000000002,8.581675,68.5,25.0,1.5,1.5,59.927925,-0.4650000000000176,25.465000000000018,1.5
340000000,350000000,59.9133,-0.5100000000000193,25.51000000000002,8.836700000000002,68.75,25.0,1.5,1.5,59.9232,-0.4800000000000182,25.480000000000018,1.5
350000000,360000000,59.908125,-0.5250000000000199,25.52500000000002,9.091875000000003,69.0,25.0,1.5,1.5,59.918324999999996,-0.49500000000001876,25.49500000000002,1.5
360000000,370000000,59.9028,-0.5400000000000205,25.54000000000002,9.347200000000004,69.25,25.0,1.5,1.5,59.9133,-0.5100000000000193,25.51000000000002,1.5
370000000,380000000,59.897324999999995,-0.555000000000021,25.55500000000002,9.602675000000005,69.5,25.0,1.5,1.5,59.908125,-0.5250000000000199,25.52500000000002,1.5
380000000,390000000,59.89169999999999,-0.5700000000000216,25.57000000000002,9.858300000000005,69.75,25.0,1.5,1.5,59.9028,-0.5400000000000205,25.54000000000002,1.5
390000000,400000000,59.88592499999999,-0.5850000000000222,25.585000000000022,10.114075000000007,70.0,25.0,1.5,1.5,59.897324999999995,-0.555000000000021,25.55500000000002,1.5
400000000,410000000,59.879999999999995,-0.6000000000000227,25.600000000000023,10.370000000000008,70.25,25.0,1.5,1.5,59.89169999999999,-0.5700000000000216,25.57000000000002,1.5
410000000,420000000,59.87392499999999,-0.6150000000000233,25.615000000000023,10.626075000000009,70.5,25.0,1.5,1.5,59.88592499999999,-0.5850000000000222,25.585000000000022,1.5
420000000,430000000,59.86769999999999,-0.6300000000000239,25.630000000000024,10.88230000000001,70.75,25.0,1.5,1.5,59.879999999999995,-0.6000000000000227,25.600000000000023,1.5
430000000,440000000,59.861324999999994,-0.6450000000000244,25.645000000000024,11.13867500000001,71.0,25.0,1.5,1.5,59.87392499999999,-0.6150000000000233,25.615000000000023,1.5
440000000,450000000,59.85479999999999,-0.660000000000025,25.660000000000025,11.395200000000012,71.25,25.0,1.5,1.5,59.86769999999999,-0.6300000000000239,25.630000000000024,1.5
450000000,460000000,59.84812499999999,-0.6750000000000256,25.675000000000026,11.651875000000013,71.5,25.0,1.5,1.5,59.861324999999994,-0.6450000000000244,25.645000000000024,1.5
460000000,470000000,59.84129999999999,-0.6900000000000261,25.690000000000026,11.908700000000014,71.75,25.0,1.5,1.5,59.85479999999999,-0.660000000000025,25.660000000000025,1.5
470000000,480000000,59.834324999999986,-0.7050000000000267,25.705000000000027,12.165675000000014,72.0,25.0,1.5,1.5,59.84812499999999,-0.6750000000000256,25.675000000000026,1.5
480000000,490000000,59.82719999999998,-0.7200000000000273,25.720000000000027,12.422800000000015,72.25,25.0,1.5,1.5,59.84129999999999,-0.6900000000000261,25.690000000000026,1.5
490000000,500000000,59.819924999999984,-0.7350000000000279,25.735000000000028,12.680075000000016,72.5,25.0,1.5,1.5,59.834324999999986,-0.7050000000000267,25.705000000000027,1.5
500000000,510000000,59.812499999999986,-0.7500000000000284,25.75000000000003,12.937500000000018,72.75,25.0,1.5,1.5,59.82719999999998,-0.7200000000000273,25.720000000000027,1.5
510000000,520000000,59.80492499999998,-0.765000000000029,25.76500000000003,13.195075000000019,73.0,25.0,1.5,1.5,59.819924999999984,-0.7350000000000279,25.735000000000028,1.5
520000000,530000000,59.79719999999998,-0.7800000000000296,25.78000000000003,13.45280000000002,73.25,25.0,1.5,1.5,59.812499999999986,-0.7500000000000284,25.75000000000003,1.5
530000000,540000000,59.78932499999998,-0.7950000000000301,25.79500000000003,13.71067500000002,73.5,25.0,1.5,1.5,59.80492499999998,-0.765000000000029,25.76500000000003,1.5
540000000,550000000,59.78129999999998,-0.8100000000000307,25.81000000000003,13.968700000000021,73.75,25.0,1.5,1.5,59.79719999999998,-0.7800000000000296,25.78000000000003,1.5
550000000,560000000,59.77312499999998,-0.8250000000000313,25.82500000000003,14.226875000000023,74.0,25.0,1.5,1.5,59.78932499999998,-0.7950000000000301,25.79500000000003,1.5
560000000,570000000,59.76479999999998,-0.8400000000000318,25.840000000000032,14.485200000000024,74.25,25.0,1.5,1.5,59.78129999999998,-0.8100000000000307,25.81000000000003,1.5
570000000,580000000,59.756324999999975,-0.8550000000000324,25.855000000000032,14.743675000000025,74.5,25.0,1.5,1.5,59.77312499999998,-0.8250000000000313,25.82500000000003,1.5
580000000,590000000,59.74769999999997,-0.870000000000033,25.870000000000033,15.002300000000025,74.75,25.0,1.5,1.5,59.76479999999998,-0.8400000000000318,25.840000000000032,1.5
590000000,600000000,59.73892499999997,-0.8850000000000335,25.885000000000034,15.261075000000027,75.0,25.0,1.5,1.5,59.756324999999975,-0.8550000000000324,25.855000000000032,1.5
600000000,610000000,59.729999999999976,-0.9000000000000341,25.900000000000034,15.520000000000028,75.25,25.0,1.5,1.5,59.74769999999997,-0.870000000000033,25.870000000000033,1.5
610000000,620000000,59.72092499999997,-0.9150000000000347,25.915000000000035,15.779075000000029,75.5,25.0,1.5,1.5,59.73892499999997,-0.8850000000000335,25.885000000000034,1.5
620000000,630000000,59.71169999999997,-0.9300000000000352,25.930000000000035,16.038300000000028,75.75,25.0,1.5,1.5,59.729999999999976,-0.9000000000000341,25.900000000000034,1.5
630000000,640000000,59.70232499999997,-0.9450000000000358,25.945000000000036,16.297675000000027,76.0,25.0,1.5,1.5,59.72092499999997,-0.9150000000000347,25.915000000000035,1.5
640000000,650000000,59.69279999999998,-0.9600000000000364,25.960000000000036,16.557200000000027,76.25,25.0,1.5,1.5,59.71169999999997,-0.9300000000000352,25.930000000000035,1.5
650000000,660000000,59.683124999999976,-0.975000000000037,25.975000000000037,16.816875000000024,76.5,25.0,1.5,1.5,59.70232499999997,-0.9450000000000358,25.945000000000036,1.5
660000000,670000000,59.673299999999976,-0.9900000000000375,25.990000000000038,17.076700000000024,76.75,25.0,1.5,1.5,59.69279999999998,-0.9600000000000364,25.960000000000036,1.5
670000000,680000000,59.66332499999997,-1.005000000000038,26.005000000000038,17.336675000000024,77.0,25.0,1.5,1.5,59.683124999999976,-0.975000000000037,25.975000000000037,1.5
680000000,690000000,59.65319999999998,-1.0200000000000387,26.02000000000004,17.596800000000023,77.25,25.0,1.5,1.5,59.673299999999976,-0.9900000000000375,25.990000000000038,1.5
690000000,700000000,59.64292499999998,-1.0350000000000392,26.03500000000004,17.857075000000023,77.5,25.0,1.5,1.5,59.66332499999997,-1.005000000000038,26.005000000000038,1.5
700000000,710000000,59.63249999999998,-1.0500000000000398,26.05000000000004,18.11750000000002,77.75,25.0,1.5,1.5,59.65319999999998,-1.0200000000000387,26.02000000000004,1.5
710000000,720000000,59.621924999999976,-1.0650000000000404,26.06500000000004,18.37807500000002,78.0,25.0,1.5,1.5,59.64292499999998,-1.0350000000000392,26.03500000000004,1.5
720000000,730000000,59.61119999999998,-1.080000000000041,26.08000000000004,18.63880000000002,78.25,25.0,1.5,1.5,59.63249999999998,-1.0500000000000398,26.05000000000004,1.5
730000000,740000000,59.600324999999984,-1.0950000000000415,26.09500000000004,18.89967500000002,78.5,25.0,1.5,1.5,59.621924999999976,-1.0650000000000404,26.06500000000004,1.5
740000000,750000000,59.58929999999998,-1.110000000000042,26.110000000000042,19.16070000000002,78.75,25.0,1.5,1.5,59.61119999999998,-1.080000000000041,26.08000000000004,1.5
750000000,760000000,59.578124999999986,-1.1250000000000426,26.125000000000043,19.421875000000018,79.0,25.0,1.5,1.5,59.600324999999984,-1.0950000000000415,26.09500000000004,1.5
760000000,770000000,59.566799999999986,-1.1400000000000432,26.140000000000043,19.683200000000017,79.25,25.0,1.5,1.5,59.58929999999998,-1.110000000000042,26.110000000000042,1.5
770000000,780000000,59.55532499999998,-1.1550000000000438,26.155000000000044,19.944675000000018,79.5,25.0,1.5,1.5,59.578124999999986,-1.1250000000000426,26.125000000000043,1.5
780000000,790000000,59.54369999999999,-1.1700000000000443,26.170000000000044,20.206300000000017,79.75,25.0,1.5,1.5,59.566799999999986,-1.1400000000000432,26.140000000000043,1.5
790000000,800000000,59.53192499999999,-1.185000000000045,26.185000000000045,20.468075000000017,80.0,25.0,1.5,1.5,59.55532499999998,-1.1550000000000438,26.155000000000044,1.5
800000000,810000000,59.51999999999998,-1.2000000000000455,26.200000000000045,20.730000000000015,80.25,25.0,1.5,1.5,59.54369999999999,-1.1700000000000443,26.170000000000044,1.5
810000000,820000000,59.507924999999986,-1.215000000000046,26.215000000000046,20.992075000000014,80.5,25.0,1.5,1.5,59.53192499999999,-1.185000000000045,26.185000000000045,1.5
820000000,830000000,59.495699999999985,-1.2300000000000466,26.230000000000047,21.254300000000015,80.75,25.0,1.5,1.5,59.51999999999998,-1.2000000000000455,26.200000000000045,1.5
830000000,840000000,59.48332499999999,-1.2450000000000472,26.245000000000047,21.516675000000014,81.0,25.0,1.5,1.5,59.507924999999986,-1.215000000000046,26.215000000000046,1.5
840000000,850000000,59.47079999999998,-1.2600000000000477,26.260000000000048,21.779200000000014,81.25,25.0,1.5,1.5,59.495699999999985,-1.2300000000000466,26.230000000000047,1.5
850000000,860000000,59.45812499999999,-1.2750000000000483,26.27500000000005,22.04187500000001,81.5,25.0,1.5,1.5,59.48332499999999,-1.2450000000000472,26.245000000000047,1.5
860000000,870000000,59.44529999999999,-1.2900000000000489,26.29000000000005,22.30470000000001,81.75,25.0,1.5,1.5,59.47079999999998,-1.2600000000000477,26.260000000000048,1.5
870000000,880000000,59.43232499999999,-1.3050000000000495,26.30500000000005,22.567675000000012,82.0,25.0,1.5,1.5,59.45812499999999,-1.2750000000000483,26.27500000000005,1.5
880000000,890000000,59.41919999999999,-1.32000000000005,26.32000000000005,22.83080000000001,82.25,25.0,1.5,1.5,59.44529999999999,-1.2900000000000489,26.29000000000005,1.5
890000000,900000000,59.40592499999999,-1.3350000000000506,26.33500000000005,23.09407500000001,82.5,25.0,1.5,1.5,59.43232499999999,-1.3050000000000495,26.30500000000005,1.5
900000000,910000000,59.39249999999999,-1.3500000000000512,26.35000000000005,23.35750000000001,82.75,25.0,1.5,1.5,59.41919999999999,-1.32000000000005,26.32000000000005,1.5
910000000,920000000,59.378924999999995,-1.3650000000000517,26.36500000000005,23.62107500000001,83.0,25.0,1.5,1.5,59.40592499999999,-1.3350000000000506,26.33500000000005,1.5
920000000,930000000,59.36519999999999,-1.3800000000000523,26.380000000000052,23.88480000000001,83.25,25.0,1.5,1.5,59.39249999999999,-1.3500000000000512,26.35000000000005,1.5
930000000,940000000,59.35132499999999,-1.3950000000000529,26.395000000000053,24.148675000000008,83.5,25.0,1.5,1.5,59.378924999999995,-1.3650000000000517,26.36500000000005,1.5
940000000,950000000,59.33729999999999,-1.4100000000000534,26.410000000000053,24.412700000000008,83.75,25.0,1.5,1.5,59.36519999999999,-1.3800000000000523,26.380000000000052,1.5
950000000,960000000,59.32312499999999,-1.425000000000054,26.425000000000054,24.676875000000006,84.0,25.0,1.5,1.5,59.35132499999999,-1.3950000000000529,26.395000000000053,1.5
960000000,970000000,59.30879999999999,-1.4400000000000546,26.440000000000055,24.941200000000006,84.25,25.0,1.5,1.5,59.33729999999999,-1.4100000000000534,26.410000000000053,1.5
970000000,980000000,59.29432499999999,-1.4550000000000551,26.455000000000055,25.205675000000006,84.5,25.0,1.5,1.5,59.32312499999999,-1.425000000000054,26.425000000000054,1.5
980000000,990000000,59.27969999999999,-1.4700000000000557,26.470000000000056,25.470300000000005,84.75,25.0,1.5,1.5,59.30879999999999,-1.4400000000000546,26.440000000000055,1.5
990000000,1000000000,59.26492499999999,-1.4850000000000563,26.485000000000056,25.735075000000005,85.0,25.0,1.5,1.5,59.29432499999999,-1.4550000000000551,26.455000000000055,1.5
1000000000,1010000000,59.25,-1.5000000000000568,26.500000000000057,26.000000000000004,85.25,25.0,1.5,1.5,59.27969999999999,-1.4700000000000557,26.470000000000056,1.5
1010000000,1020000000,59.234925,-1.5150000000000574,26.515000000000057,26.265075000000003,85.5,25.0,1.5,1.5,59.26492499999999,-1.4850000000000563,26.485000000000056,1.5
1020000000,1030000000,59.219699999999996,-1.530000000000058,26.530000000000058,26.530300000000004,85.75,25.0,1.5,1.5,59.25,-1.5000000000000568,26.500000000000057,1.5
1030000000,1040000000,59.204325,-1.5450000000000585,26.54500000000006,26.795675000000003,86.0,25.0,1.5,1.5,59.234925,-1.5150000000000574,26.515000000000057,1.5
1040000000,1050000000,59.1888,-1.5600000000000591,26.56000000000006,27.061200000000003,86.25,25.0,1.5,1.5,59.219699999999996,-1.530000000000058,26.530000000000058,1.5
1050000000,1060000000,59.173125,-1.5750000000000597,26.57500000000006,27.326875,86.5,25.0,1.5,1.5,59.204325,-1.5450000000000585,26.54500000000006,1.5
1060000000,1070000000,59.1573,-1.5900000000000603,26.59000000000006,27.5927,86.75,25.0,1.5,1.5,59.1888,-1.5600000000000591,26.56000000000006,1.5
1070000000,1080000000,59.141324999999995,-1.6050000000000608,26.60500000000006,27.858675,87.0,25.0,1.5,1.5,59.173125,-1.5750000000000597,26.57500000000006,1.5
1080000000,1090000000,59.1252,-1.6200000000000614,26.62000000000006,28.1248,87.25,25.0,1.5,1.5,59.1573,-1.5900000000000603,26.59000000000006,1.5
1090000000,1100000000,59.108925,-1.635000000000062,26.635000000000062,28.391075,87.5,25.0,1.5,1.5,59.141324999999995,-1.6050000000000608,26.60500000000006,1.5
1100000000,1110000000,59.0925,-1.6500000000000625,26.650000000000063,28.6575,87.75,25.0,1.5,1.5,59.1252,-1.6200000000000614,26.62000000000006,1.5
1110000000,1120000000,59.075925,-1.665000000000063,26.665000000000063,28.924075,88.0,25.0,1.5,1.5,59.108925,-1.635000000000062,26.635000000000062,1.5
1120000000,1130000000,59.059200000000004,-1.6800000000000637,26.680000000000064,29.1908,88.25,25.0,1.5,1.5,59.0925,-1.6500000000000625,26.650000000000063,1.5
1130000000,1140000000,59.042325000000005,-1.6950000000000642,26.695000000000064,29.457675,88.5,25.0,1.5,1.5,59.075925,-1.665000000000063,26.665000000000063,1.5
1140000000,1150000000,59.0253,-1.7100000000000648,26.710000000000065,29.7247,88.75,25.0,1.5,1.5,59.059200000000004,-1.6800000000000637,26.680000000000064,1.5
1150000000,1160000000,59.00812500000001,-1.7250000000000654,26.725000000000065,29.991874999999997,89.0,25.0,1.5,1.5,59.042325000000005,-1.6950000000000642,26.695000000000064,1.5
1160000000,1170000000,58.99080000000001,-1.740000000000066,26.740000000000066,30.259199999999996,89.25,25.0,1.5,1.5,59.0253,-1.7100000000000648,26.710000000000065,1.5
1170000000,1180000000,58.973325,-1.7550000000000665,26.755000000000067,30.526674999999997,89.5,25.0,1.5,1.5,59.00812500000001,-1.7250000000000654,26.725000000000065,1.5
1180000000,1190000000,58.95570000000001,-1.770000000000067,26.770000000000067,30.794299999999996,89.75,25.0,1.5,1.5,58.99080000000001,-1.740000000000066,26.740000000000066,1.5
1190000000,1200000000,58.93792500000001,-1.7850000000000676,26.785000000000068,31.062074999999997,90.0,25.0,1.5,1.5,58.973325,-1.7550000000000665,26.755000000000067,1.5
1200000000,1210000000,58.92,-1.8000000000000682,26.800000000000068,31.329999999999995,90.25,25.0,1.5,1.5,58.95570000000001,-1.770000000000067,26.770000000000067,1.5
1210000000,1220000000,58.901925000000006,-1.8150000000000688,26.81500000000007,31.598074999999994,90.5,25.0,1.5,1.5,58.93792500000001,-1.7850000000000676,26.785000000000068,1.5
1220000000,1230000000,58.883700000000005,-1.8300000000000693,26.83000000000007,31.866299999999995,90.75,25.0,1.5,1.5,58.92,-1.8000000000000682,26.800000000000068,1.5
1230000000,1240000000,58.865325,-1.84500000000007,26.84500000000007,32.134675,91.0,25.0,1.5,1.5,58.901925000000006,-1.8150000000000688,26.81500000000007,1.5
1240000000,1250000000,58.846799999999995,-1.8600000000000705,26.86000000000007,32.403200000000005,91.25,25.0,1.5,1.5,58.883700000000005,-1.8300000000000693,26.83000000000007,1.5
1250000000,1260000000,58.82812499999999,-1.875000000000071,26.87500000000007,32.67187500000001,91.5,25.0,1.5,1.5,58.865325,-1.84500000000007,26.84500000000007,1.5
