publication_ns,interval_end_ns,gap_m,relative_speed_mps,ego_speed_mps,ego_position_m,lead_position_m,lead_speed_mps,command_mps2,sampled_gap_m,sampled_relative_speed_mps,sampled_ego_speed_mps,applied_mps2
0,10000000,60.0,0.0,25.0,0.25,60.25,25.0,0.0,60.0,0.0,25.0,0.0
10000000,20000000,60.0,0.0,25.0,0.5,60.5,25.0,1.5,60.0,0.0,25.0,0.0
20000000,30000000,60.0,0.0,25.0,0.750075,60.75,25.0,1.5,60.0,0.0,25.0,1.5
30000000,40000000,59.999925,-0.015000000000000568,25.015,1.0003,61.0,25.0,1.5,60.0,0.0,25.0,1.5
40000000,50000000,59.9997,-0.030000000000001137,25.03,1.250675,61.25,25.0,1.5,59.999925,-0.015000000000000568,25.015,1.5
50000000,60000000,59.999325,-0.045000000000001705,25.045,1.5012,61.5,25.0,1.5,59.9997,-0.030000000000001137,25.03,1.5
60000000,70000000,59.9988,-0.060000000000002274,25.060000000000002,1.7518750000000003,61.75,25.0,1.5,59.999325,-0.045000000000001705,25.045,1.5
70000000,80000000,59.998125,-0.07500000000000284,25.075000000000003,2.0027,62.0,25.0,1.5,59.9988,-0.060000000000002274,25.060000000000002,1.5
80000000,90000000,59.9973,-0.09000000000000341,25.090000000000003,2.253675,62.25,25.0,1.5,59.998125,-0.07500000000000284,25.075000000000003,1.5
90000000,100000000,59.996325,-0.10500000000000398,25.105000000000004,2.5048,62.5,25.0,1.5,59.9973,-0.09000000000000341,25.090000000000003,1.5
100000000,110000000,59.9952,-0.12000000000000455,25.120000000000005,2.7560749999999996,62.75,25.0,1.5,59.996325,-0.10500000000000398,25.105000000000004,1.5
110000000,120000000,59.993925,-0.13500000000000512,25.135000000000005,3.0074999999999994,63.0,25.0,1.5,59.9952,-0.12000000000000455,25.120000000000005,1.5
120000000,130000000,59.9925,-0.15000000000000568,25.150000000000006,3.2590749999999993,63.25,25.0,1.5,59.993925,-0.13500000000000512,25.135000000000005,1.5
130000000,140000000,59.990925000000004,-0.16500000000000625,25.165000000000006,3.5107999999999993,63.5,25.0,1.5,59.9925,-0.15000000000000568,25.150000000000006,1.5
140000000,150000000,59.989200000000004,-0.18000000000000682,25.180000000000007,3.7626749999999993,63.75,25.0,1.5,59.990925000000004,-0.16500000000000625,25.165000000000006,1.5
150000000,160000000,59.987325,-0.1950000000000074,25.195000000000007,4.0146999999999995,64.0,25.0,1.5,59.989200000000004,-0.18000000000000682,25.180000000000007,1.5
160000000,170000000,59.9853,-0.21000000000000796,25.210000000000008,4.266875,64.25,25.0,1.5,59.987325,-0.1950000000000074,25.195000000000007,1.5
170000000,180000000,59.983125,-0.22500000000000853,25.22500000000001,4.5192,64.5,25.0,1.5,59.9853,-0.21000000000000796,25.210000000000008,1.5
180000000,190000000,59.9808,-0.2400000000000091,25.24000000000001,4.771674999999999,64.75,25.0,1.5,59.983125,-0.22500000000000853,25.22500000000001,1.5
190000000,200000000,59.978325,-0.25500000000000966,25.25500000000001,5.024299999999999,65.0,25.0,1.5,59.9808,-0.2400000000000091,25.24000000000001,1.5
