publication_ns,interval_end_ns,gap_m,relative_speed_mps,ego_speed_mps,ego_position_m,lead_position_m,lead_speed_mps,command_mps2,sampled_gap_m,sampled_relative_speed_mps,sampled_ego_speed_mps,applied_mps2
200000000,210000000,59.9757,-0.27000000000001023,25.27000000000001,5.277074999999999,65.25,25.0,1.5,59.978325,-0.25500000000000966,25.25500000000001,1.5
210000000,220000000,59.972925000000004,-0.2850000000000108,25.28500000000001,5.529999999999999,65.5,25.0,1.5,59.9757,-0.27000000000001023,25.27000000000001,1.5
220000000,230000000,59.97,-0.30000000000001137,25.30000000000001,5.783074999999999,65.75,25.0,1.5,59.972925000000004,-0.2850000000000108,25.28500000000001,1.5
230000000,240000000,59.966925,-0.31500000000001194,25.315000000000012,6.036299999999999,66.0,25.0,1.5,59.97,-0.30000000000001137,25.30000000000001,1.5
240000000,250000000,59.9637,-0.3300000000000125,25.330000000000013,6.289674999999999,66.25,25.0,1.5,59.966925,-0.31500000000001194,25.315000000000012,1.5
250000000,260000000,59.960325,-0.3450000000000131,25.345000000000013,6.543199999999999,66.5,25.0,1.5,59.9637,-0.3300000000000125,25.330000000000013,1.5
260000000,270000000,59.9568,-0.36000000000001364,25.360000000000014,6.796874999999999,66.75,25.0,1.5,59.960325,-0.3450000000000131,25.345000000000013,1.5
270000000,280000000,59.953125,-0.3750000000000142,25.375000000000014,7.050699999999999,67.0,25.0,1.5,59.9568,-0.36000000000001364,25.360000000000014,1.5
280000000,290000000,59.9493,-0.3900000000000148,25.390000000000015,7.304674999999999,67.25,25.0,1.5,59.953125,-0.3750000000000142,25.375000000000014,1.5
290000000,300000000,59.945325000000004,-0.40500000000001535,25.405000000000015,7.558799999999999,67.5,25.0,1.5,59.9493,-0.3900000000000148,25.390000000000015,1.5
300000000,310000000,59.9412,-0.4200000000000159,25.420000000000016,7.813074999999999,67.75,25.0,1.5,59.945325000000004,-0.40500000000001535,25.405000000000015,1.5
310000000,320000000,59.936925,-0.4350000000000165,25.435000000000016,8.067499999999999,68.0,25.0,1.5,59.9412,-0.4200000000000159,25.420000000000016,1.5
320000000,330000000,59.932500000000005,-0.45000000000001705,25.450000000000017,8.322075,68.25,25.0,1.5,59.936925,-0.4350000000000165,25.435000000000016,1.5
330000000,340000000,59.927925,-0.4650000000000176,25.465000000000018,8.5768,68.5,25.0,1.5,59.932500000000005,-0.45000000000001705,25.450000000000017,1.5
340000000,350000000,59.9232,-0.4800000000000182,25.480000000000018,8.831675,68.75,25.0,1.5,59.927925,-0.4650000000000176,25.465000000000018,1.5
350000000,360000000,59.918324999999996,-0.49500000000001876,25.49500000000002,9.086700000000002,69.0,25.0,1.5,59.9232,-0.4800000000000182,25.480000000000018,1.5
360000000,370000000,59.9133,-0.5100000000000193,25.51000000000002,9.341875000000003,69.25,25.0,1.5,59.918324999999996,-0.49500000000001876,25.49500000000002,1.5
370000000,380000000,59.908125,-0.5250000000000199,25.52500000000002,9.597200000000004,69.5,25.0,1.5,59.9133,-0.5100000000000193,25.51000000000002,1.5
380000000,390000000,59.9028,-0.5400000000000205,25.54000000000002,9.852675000000005,69.75,25.0,1.5,59.908125,-0.5250000000000199,25.52500000000002,1.5
390000000,400000000,59.897324999999995,-0.555000000000021,25.55500000000002,10.108300000000005,70.0,25.0,1.5,59.9028,-0.5400000000000205,25.54000000000002,1.5
400000000,410000000,59.89169999999999,-0.5700000000000216,25.57000000000002,10.364075000000007,70.25,25.0,1.5,59.897324999999995,-0.555000000000021,25.55500000000002,1.5
410000000,420000000,59.88592499999999,-0.5850000000000222,25.585000000000022,10.620000000000008,70.5,25.0,1.5,59.89169999999999,-0.5700000000000216,25.57000000000002,1.5
420000000,430000000,59.879999999999995,-0.6000000000000227,25.600000000000023,10.876075000000009,70.75,25.0,1.5,59.88592499999999,-0.5850000000000222,25.585000000000022,1.5
430000000,440000000,59.87392499999999,-0.6150000000000233,25.615000000000023,11.13230000000001,71.0,25.0,1.5,59.879999999999995,-0.6000000000000227,25.600000000000023,1.5
440000000,450000000,59.86769999999999,-0.6300000000000239,25.630000000000024,11.38867500000001,71.25,25.0,1.5,59.87392499999999,-0.6150000000000233,25.615000000000023,1.5
450000000,460000000,59.861324999999994,-0.6450000000000244,25.645000000000024,11.645200000000012,71.5,25.0,1.5,59.86769999999999,-0.6300000000000239,25.630000000000024,1.5
460000000,470000000,59.85479999999999,-0.660000000000025,25.660000000000025,11.901875000000013,71.75,25.0,1.5,59.861324999999994,-0.6450000000000244,25.645000000000024,1.5
470000000,480000000,59.84812499999999,-0.6750000000000256,25.675000000000026,12.158700000000014,72.0,25.0,1.5,59.85479999999999,-0.660000000000025,25.660000000000025,1.5
480000000,490000000,59.84129999999999,-0.6900000000000261,25.690000000000026,12.415675000000014,72.25,25.0,1.5,59.84812499999999,-0.6750000000000256,25.675000000000026,1.5
490000000,500000000,59.834324999999986,-0.7050000000000267,25.705000000000027,12.672800000000015,72.5,25.0,1.5,59.84129999999999,-0.6900000000000261,25.690000000000026,1.5
500000000,510000000,59.82719999999998,-0.7200000000000273,25.720000000000027,12.930075000000016,72.75,25.0,1.5,59.834324999999986,-0.7050000000000267,25.705000000000027,1.5
510000000,520000000,59.819924999999984,-0.7350000000000279,25.735000000000028,13.187500000000018,73.0,25.0,1.5,59.82719999999998,-0.7200000000000273,25.720000000000027,1.5
520000000,530000000,59.812499999999986,-0.7500000000000284,25.75000000000003,13.445075000000019,73.25,25.0,1.5,59.819924999999984,-0.7350000000000279,25.735000000000028,1.5
530000000,540000000,59.80492499999998,-0.765000000000029,25.76500000000003,13.70280000000002,73.5,25.0,1.5,59.812499999999986,-0.7500000000000284,25.75000000000003,1.5
540000000,550000000,59.79719999999998,-0.7800000000000296,25.78000000000003,13.96067500000002,73.75,25.0,1.5,59.80492499999998,-0.765000000000029,25.76500000000003,1.5
550000000,560000000,59.78932499999998,-0.7950000000000301,25.79500000000003,14.218700000000021,74.0,25.0,1.5,59.79719999999998,-0.7800000000000296,25.78000000000003,1.5
560000000,570000000,59.78129999999998,-0.8100000000000307,25.81000000000003,14.476875000000023,74.25,25.0,1.5,59.78932499999998,-0.7950000000000301,25.79500000000003,1.5
570000000,580000000,59.77312499999998,-0.8250000000000313,25.82500000000003,14.735200000000024,74.5,25.0,1.5,59.78129999999998,-0.8100000000000307,25.81000000000003,1.5
580000000,590000000,59.76479999999998,-0.8400000000000318,25.840000000000032,14.993675000000025,74.75,25.0,1.5,59.77312499999998,-0.8250000000000313,25.82500000000003,1.5
590000000,600000000,59.756324999999975,-0.8550000000000324,25.855000000000032,15.252300000000025,75.0,25.0,1.5,59.76479999999998,-0.8400000000000318,25.840000000000032,1.5
600000000,610000000,59.74769999999997,-0.870000000000033,25.870000000000033,15.511075000000027,75.25,25.0,1.5,59.756324999999975,-0.8550000000000324,25.855000000000032,1.5
610000000,620000000,59.73892499999997,-0.8850000000000335,25.885000000000034,15.770000000000028,75.5,25.0,1.5,59.74769999999997,-0.870000000000033,25.870000000000033,1.5
620000000,630000000,59.729999999999976,-0.9000000000000341,25.900000000000034,16.029075000000027,75.75,25.0,1.5,59.73892499999997,-0.8850000000000335,25.885000000000034,1.5
630000000,640000000,59.72092499999997,-0.9150000000000347,25.915000000000035,16.288300000000028,76.0,25.0,1.5,59.729999999999976,-0.9000000000000341,25.900000000000034,1.5
640000000,650000000,59.71169999999997,-0.9300000000000352,25.930000000000035,16.547675000000027,76.25,25.0,1.5,59.72092499999997,-0.9150000000000347,25.915000000000035,1.5
650000000,660000000,59.70232499999997,-0.9450000000000358,25.945000000000036,16.807200000000027,76.5,25.0,1.5,59.71169999999997,-0.9300000000000352,25.930000000000035,1.5
660000000,670000000,59.69279999999998,-0.9600000000000364,25.960000000000036,17.066875000000024,76.75,25.0,1.5,59.70232499999997,-0.9450000000000358,25.945000000000036,1.5
670000000,680000000,59.683124999999976,-0.975000000000037,25.975000000000037,17.326700000000024,77.0,25.0,1.5,59.69279999999998,-0.9600000000000364,25.960000000000036,1.5
680000000,690000000,59.673299999999976,-0.9900000000000375,25.990000000000038,17.586675000000024,77.25,25.0,1.5,59.683124999999976,-0.975000000000037,25.975000000000037,1.5
690000000,700000000,59.66332499999997,-1.005000000000038,26.005000000000038,17.846800000000023,77.5,25.0,1.5,59.673299999999976,-0.9900000000000375,25.990000000000038,1.5
700000000,710000000,59.65319999999998,-1.0200000000000387,26.02000000000004,18.107075000000023,77.75,25.0,1.5,59.66332499999997,-1.005000000000038,26.005000000000038,1.5
710000000,720000000,59.64292499999998,-1.0350000000000392,26.03500000000004,18.36750000000002,78.0,25.0,1.5,59.65319999999998,-1.0200000000000387,26.02000000000004,1.5
720000000,730000000,59.63249999999998,-1.0500000000000398,26.05000000000004,18.62807500000002,78.25,25.0,1.5,59.64292499999998,-1.0350000000000392,26.03500000000004,1.5
730000000,740000000,59.621924999999976,-1.0650000000000404,26.06500000000004,18.88880000000002,78.5,25.0,1.5,59.63249999999998,-1.0500000000000398,26.05000000000004,1.5
740000000,750000000,59.61119999999998,-1.080000000000041,26.08000000000004,19.14967500000002,78.75,25.0,1.5,59.621924999999976,-1.0650000000000404,26.06500000000004,1.5
750000000,760000000,59.600324999999984,-1.0950000000000415,26.09500000000004,19.41070000000002,79.0,25.0,1.5,59.61119999999998,-1.080000000000041,26.08000000000004,1.5
760000000,770000000,59.58929999999998,-1.110000000000042,26.110000000000042,19.671875000000018,79.25,25.0,1.5,59.600324999999984,-1.0950000000000415,26.09500000000004,1.5
770000000,780000000,59.578124999999986,-1.1250000000000426,26.125000000000043,19.933200000000017,79.5,25.0,1.5,59.58929999999998,-1.110000000000042,26.110000000000042,1.5
780000000,790000000,59.566799999999986,-1.1400000000000432,26.140000000000043,20.194675000000018,79.75,25.0,1.5,59.578124999999986,-1.1250000000000426,26.125000000000043,1.5
790000000,800000000,59.55532499999998,-1.1550000000000438,26.155000000000044,20.456300000000017,80.0,25.0,1.5,59.566799999999986,-1.1400000000000432,26.140000000000043,1.5
800000000,810000000,59.54369999999999,-1.1700000000000443,26.170000000000044,20.718075000000017,80.25,25.0,1.5,59.55532499999998,-1.1550000000000438,26.155000000000044,1.5
810000000,820000000,59.53192499999999,-1.185000000000045,26.185000000000045,20.980000000000015,80.5,25.0,1.5,59.54369999999999,-1.1700000000000443,26.170000000000044,1.5
820000000,830000000,59.51999999999998,-1.2000000000000455,26.200000000000045,21.242075000000014,80.75,25.0,1.5,59.53192499999999,-1.185000000000045,26.185000000000045,1.5
830000000,840000000,59.507924999999986,-1.215000000000046,26.215000000000046,21.504300000000015,81.0,25.0,1.5,59.51999999999998,-1.2000000000000455,26.200000000000045,1.5
840000000,850000000,59.495699999999985,-1.2300000000000466,26.230000000000047,21.766675000000014,81.25,25.0,1.5,59.507924999999986,-1.215000000000046,26.215000000000046,1.5
850000000,860000000,59.48332499999999,-1.2450000000000472,26.245000000000047,22.029200000000014,81.5,25.0,1.5,59.495699999999985,-1.2300000000000466,26.230000000000047,1.5
860000000,870000000,59.47079999999998,-1.2600000000000477,26.260000000000048,22.29187500000001,81.75,25.0,1.5,59.48332499999999,-1.2450000000000472,26.245000000000047,1.5
870000000,880000000,59.45812499999999,-1.2750000000000483,26.27500000000005,22.55470000000001,82.0,25.0,1.5,59.47079999999998,-1.2600000000000477,26.260000000000048,1.5
880000000,890000000,59.44529999999999,-1.2900000000000489,26.29000000000005,22.817675000000012,82.25,25.0,1.5,59.45812499999999,-1.2750000000000483,26.27500000000005,1.5
890000000,900000000,59.43232499999999,-1.3050000000000495,26.30500000000005,23.08080000000001,82.5,25.0,1.5,59.44529999999999,-1.2900000000000489,26.29000000000005,1.5
900000000,910000000,59.41919999999999,-1.32000000000005,26.32000000000005,23.34407500000001,82.75,25.0,1.5,59.43232499999999,-1.3050000000000495,26.30500000000005,1.5
910000000,920000000,59.40592499999999,-1.3350000000000506,26.33500000000005,23.60750000000001,83.0,25.0,1.5,59.41919999999999,-1.32000000000005,26.32000000000005,1.5
920000000,930000000,59.39249999999999,-1.3500000000000512,26.35000000000005,23.87107500000001,83.25,25.0,1.5,59.40592499999999,-1.3350000000000506,26.33500000000005,1.5
930000000,940000000,59.378924999999995,-1.3650000000000517,26.36500000000005,24.13480000000001,83.5,25.0,1.5,59.39249999999999,-1.3500000000000512,26.35000000000005,1.5
940000000,950000000,59.36519999999999,-1.3800000000000523,26.380000000000052,24.398675000000008,83.75,25.0,1.5,59.378924999999995,-1.3650000000000517,26.36500000000005,1.5
950000000,960000000,59.35132499999999,-1.3950000000000529,26.395000000000053,24.662700000000008,84.0,25.0,1.5,59.36519999999999,-1.3800000000000523,26.380000000000052,1.5
960000000,970000000,59.33729999999999,-1.4100000000000534,26.410000000000053,24.926875000000006,84.25,25.0,1.5,59.35132499999999,-1.3950000000000529,26.395000000000053,1.5
970000000,980000000,59.32312499999999,-1.425000000000054,26.425000000000054,25.191200000000006,84.5,25.0,1.5,59.33729999999999,-1.4100000000000534,26.410000000000053,1.5
980000000,990000000,59.30879999999999,-1.4400000000000546,26.440000000000055,25.455675000000006,84.75,25.0,1.5,59.32312499999999,-1.425000000000054,26.425000000000054,1.5
990000000,1000000000,59.29432499999999,-1.4550000000000551,26.455000000000055,25.720300000000005,85.0,25.0,1.5,59.30879999999999,-1.4400000000000546,26.440000000000055,1.5
1000000000,1010000000,59.27969999999999,-1.4700000000000557,26.470000000000056,25.985075000000005,85.25,25.0,1.5,59.29432499999999,-1.4550000000000551,26.455000000000055,1.5
1010000000,1020000000,59.26492499999999,-1.4850000000000563,26.485000000000056,26.250000000000004,85.5,25.0,1.5,59.27969999999999,-1.4700000000000557,26.470000000000056,1.5
1020000000,1030000000,59.25,-1.5000000000000568,26.500000000000057,26.515075000000003,85.75,25.0,1.5,59.26492499999999,-1.4850000000000563,26.485000000000056,1.5
1030000000,1040000000,59.234925,-1.5150000000000574,26.515000000000057,26.780300000000004,86.0,25.0,1.5,59.25,-1.5000000000000568,26.500000000000057,1.5
1040000000,1050000000,59.219699999999996,-1.530000000000058,26.530000000000058,27.045675000000003,86.25,25.0,1.5,59.234925,-1.5150000000000574,26.515000000000057,1.5
1050000000,1060000000,59.204325,-1.5450000000000585,26.54500000000006,27.311200000000003,86.5,25.0,1.5,59.219699999999996,-1.530000000000058,26.530000000000058,1.5
1060000000,1070000000,59.1888,-1.5600000000000591,26.56000000000006,27.576875,86.75,25.0,1.5,59.204325,-1.5450000000000585,26.54500000000006,1.5
1070000000,1080000000,59.173125,-1.5750000000000597,26.57500000000006,27.8427,87.0,25.0,1.5,59.1888,-1.5600000000000591,26.56000000000006,1.5
1080000000,1090000000,59.1573,-1.5900000000000603,26.59000000000006,28.108675,87.25,25.0,1.5,59.173125,-1.5750000000000597,26.57500000000006,1.5
1090000000,1100000000,59.141324999999995,-1.6050000000000608,26.60500000000006,28.3748,87.5,25.0,1.5,59.1573,-1.5900000000000603,26.59000000000006,1.5
1100000000,1110000000,59.1252,-1.6200000000000614,26.62000000000006,28.641075,87.75,25.0,1.5,59.141324999999995,-1.6050000000000608,26.60500000000006,1.5
1110000000,1120000000,59.108925,-1.635000000000062,26.635000000000062,28.9075,88.0,25.0,1.5,59.1252,-1.6200000000000614,26.62000000000006,1.5
1120000000,1130000000,59.0925,-1.6500000000000625,26.650000000000063,29.174075,88.25,25.0,1.5,59.108925,-1.635000000000062,26.635000000000062,1.5
1130000000,1140000000,59.075925,-1.665000000000063,26.665000000000063,29.4408,88.5,25.0,1.5,59.0925,-1.6500000000000625,26.650000000000063,1.5
1140000000,1150000000,59.059200000000004,-1.6800000000000637,26.680000000000064,29.707675,88.75,25.0,1.5,59.075925,-1.665000000000063,26.665000000000063,1.5
1150000000,1160000000,59.042325000000005,-1.6950000000000642,26.695000000000064,29.9747,89.0,25.0,1.5,59.059200000000004,-1.6800000000000637,26.680000000000064,1.5
1160000000,1170000000,59.0253,-1.7100000000000648,26.710000000000065,30.241874999999997,89.25,25.0,1.5,59.042325000000005,-1.6950000000000642,26.695000000000064,1.5
1170000000,1180000000,59.00812500000001,-1.7250000000000654,26.725000000000065,30.509199999999996,89.5,25.0,1.5,59.0253,-1.7100000000000648,26.710000000000065,1.5
1180000000,1190000000,58.99080000000001,-1.740000000000066,26.740000000000066,30.776674999999997,89.75,25.0,1.5,59.00812500000001,-1.7250000000000654,26.725000000000065,1.5
1190000000,1200000000,58.973325,-1.7550000000000665,26.755000000000067,31.044299999999996,90.0,25.0,1.5,58.99080000000001,-1.740000000000066,26.740000000000066,1.5
1200000000,1210000000,58.95570000000001,-1.770000000000067,26.770000000000067,31.312074999999997,90.25,25.0,1.5,58.973325,-1.7550000000000665,26.755000000000067,1.5
1210000000,1220000000,58.93792500000001,-1.7850000000000676,26.785000000000068,31.579999999999995,90.5,25.0,1.5,58.95570000000001,-1.770000000000067,26.770000000000067,1.5
1220000000,1230000000,58.92,-1.8000000000000682,26.800000000000068,31.848074999999994,90.75,25.0,1.5,58.93792500000001,-1.7850000000000676,26.785000000000068,1.5
1230000000,1240000000,58.901925000000006,-1.8150000000000688,26.81500000000007,32.116299999999995,91.0,25.0,1.5,58.92,-1.8000000000000682,26.800000000000068,1.5
1240000000,1250000000,58.883700000000005,-1.8300000000000693,26.83000000000007,32.384675,91.25,25.0,1.5,58.901925000000006,-1.8150000000000688,26.81500000000007,1.5
1250000000,1260000000,58.865325,-1.84500000000007,26.84500000000007,32.653200000000005,91.5,25.0,1.5,58.883700000000005,-1.8300000000000693,26.83000000000007,1.5
1260000000,1270000000,58.846799999999995,-1.8600000000000705,26.86000000000007,32.92187500000001,91.75,25.0,1.5,58.865325,-1.84500000000007,26.84500000000007,1.5
1270000000,1280000000,58.82812499999999,-1.875000000000071,26.87500000000007,33.190700000000014,92.0,25.0,1.5,58.846799999999995,-1.8600000000000705,26.86000000000007,1.5
1280000000,1290000000,58.809299999999986,-1.8900000000000716,26.89000000000007,33.45967500000002,92.25,25.0,1.5,58.82812499999999,-1.875000000000071,26.87500000000007,1.5
1290000000,1300000000,58.79032499999998,-1.9050000000000722,26.905000000000072,33.72880000000002,92.5,25.0,1.5,58.809299999999986,-1.8900000000000716,26.89000000000007,1.5
1300000000,1310000000,58.77119999999998,-1.9200000000000728,26.920000000000073,33.99807500000002,92.75,25.0,1.5,58.79032499999998,-1.9050000000000722,26.905000000000072,1.5
1310000000,1320000000,58.75192499999998,-1.9350000000000733,26.935000000000073,34.26750000000003,93.0,25.0,1.5,58.77119999999998,-1.9200000000000728,26.920000000000073,1.5
1320000000,1330000000,58.73249999999997,-1.950000000000074,26.950000000000074,34.53707500000003,93.25,25.0,1.5,58.75192499999998,-1.9350000000000733,26.935000000000073,1.5
1330000000,1340000000,58.71292499999997,-1.9650000000000745,26.965000000000074,34.80680000000003,93.5,25.0,1.5,58.73249999999997,-1.950000000000074,26.950000000000074,1.5
1340000000,1350000000,58.69319999999997,-1.980000000000075,26.980000000000075,35.07667500000004,93.75,25.0,1.5,58.71292499999997,-1.9650000000000745,26.965000000000074,1.5
1350000000,1360000000,58.67332499999996,-1.9950000000000756,26.995000000000076,35.34670000000004,94.0,25.0,1.5,58.69319999999997,-1.980000000000075,26.980000000000075,1.5
1360000000,1370000000,58.65329999999996,-2.010000000000076,27.010000000000076,35.61687500000004,94.25,25.0,1.5,58.67332499999996,-1.9950000000000756,26.995000000000076,1.5
1370000000,1380000000,58.63312499999996,-2.0250000000000767,27.025000000000077,35.88720000000004,94.5,25.0,1.5,58.65329999999996,-2.010000000000076,27.010000000000076,1.5
1380000000,1390000000,58.61279999999996,-2.0400000000000773,27.040000000000077,36.15767500000005,94.75,25.0,1.5,58.63312499999996,-2.0250000000000767,27.025000000000077,1.5
1390000000,1400000000,58.59232499999995,-2.055000000000078,27.055000000000078,36.42830000000005,95.0,25.0,1.5,58.61279999999996,-2.0400000000000773,27.040000000000077,1.5
1400000000,1410000000,58.57169999999995,-2.0700000000000784,27.07000000000008,36.69907500000005,95.25,25.0,1.5,58.59232499999995,-2.055000000000078,27.055000000000078,1.5
1410000000,1420000000,58.55092499999995,-2.085000000000079,27.08500000000008,36.970000000000056,95.5,25.0,1.5,58.57169999999995,-2.0700000000000784,27.07000000000008,1.5
1420000000,1430000000,58.529999999999944,-2.1000000000000796,27.10000000000008,37.24107500000006,95.75,25.0,1.5,58.55092499999995,-2.085000000000079,27.08500000000008,1.5
1430000000,1440000000,58.50892499999994,-2.11500000000008,27.11500000000008,37.51230000000006,96.0,25.0,1.5,58.529999999999944,-2.1000000000000796,27.10000000000008,1.5
1440000000,1450000000,58.48769999999994,-2.1300000000000807,27.13000000000008,37.783675000000066,96.25,25.0,1.5,58.50892499999994,-2.11500000000008,27.11500000000008,1.5
1450000000,1460000000,58.466324999999934,-2.1450000000000813,27.14500000000008,38.05520000000007,96.5,25.0,1.5,58.48769999999994,-2.1300000000000807,27.13000000000008,1.5
1460000000,1470000000,58.44479999999993,-2.160000000000082,27.160000000000082,38.32687500000007,96.75,25.0,1.5,58.466324999999934,-2.1450000000000813,27.14500000000008,1.5
1470000000,1480000000,58.42312499999993,-2.1750000000000824,27.175000000000082,38.59870000000007,97.0,25.0,1.5,58.44479999999993,-2.160000000000082,27.160000000000082,1.5
1480000000,1490000000,58.40129999999993,-2.190000000000083,27.190000000000083,38.87067500000008,97.25,25.0,1.5,58.42312499999993,-2.1750000000000824,27.175000000000082,1.5
1490000000,1500000000,58.37932499999992,-2.2050000000000836,27.205000000000084,39.14280000000008,97.5,25.0,1.5,58.40129999999993,-2.190000000000083,27.190000000000083,1.5
