publication_ns,interval_end_ns,gap_m,relative_speed_mps,ego_speed_mps,ego_position_m,lead_position_m,lead_speed_mps,published_command_mps2,controller_output_mps2,sampled_gap_m,sampled_relative_speed_mps,sampled_ego_speed_mps,applied_mps2
0,10000000,60.0,0.0,25.0,0.25,60.25,25.0,1.5,1.5,60.0,0.0,25.0,0.0
10000000,20000000,59.999925,-0.015000000000000568,25.015,0.500075,60.5,25.0,1.5,1.5,60.0,0.0,25.0,1.5
20000000,30000000,59.9997,-0.030000000000001137,25.03,0.7503000000000001,60.75,25.0,1.5,1.5,59.999925,-0.015000000000000568,25.015,1.5
30000000,40000000,59.999325,-0.045000000000001705,25.045,1.0006750000000002,61.0,25.0,1.5,1.5,59.9997,-0.030000000000001137,25.03,1.5
40000000,50000000,59.9988,-0.060000000000002274,25.060000000000002,1.2512000000000003,61.25,25.0,1.5,1.5,59.999325,-0.045000000000001705,25.045,1.5
50000000,60000000,59.998125,-0.07500000000000284,25.075000000000003,1.5018750000000003,61.5,25.0,1.5,1.5,59.9988,-0.060000000000002274,25.060000000000002,1.5
60000000,70000000,59.9973,-0.09000000000000341,25.090000000000003,1.7527000000000004,61.75,25.0,1.5,1.5,59.998125,-0.07500000000000284,25.075000000000003,1.5
70000000,80000000,59.996325,-0.10500000000000398,25.105000000000004,2.0036750000000003,62.0,25.0,1.5,1.5,59.9973,-0.09000000000000341,25.090000000000003,1.5
80000000,90000000,59.9952,-0.12000000000000455,25.120000000000005,2.2548000000000004,62.25,25.0,1.5,1.5,59.996325,-0.10500000000000398,25.105000000000004,1.5
90000000,100000000,59.993925,-0.13500000000000512,25.135000000000005,2.506075,62.5,25.0,1.5,1.5,59.9952,-0.12000000000000455,25.120000000000005,1.5
100000000,110000000,59.9925,-0.15000000000000568,25.150000000000006,2.7575,62.75,25.0,1.5,1.5,59.993925,-0.13500000000000512,25.135000000000005,1.5
110000000,120000000,59.990925,-0.16500000000000625,25.165000000000006,3.0090749999999997,63.0,25.0,1.5,1.5,59.9925,-0.15000000000000568,25.150000000000006,1.5
120000000,130000000,59.9892,-0.18000000000000682,25.180000000000007,3.2607999999999997,63.25,25.0,1.5,1.5,59.990925,-0.16500000000000625,25.165000000000006,1.5
130000000,140000000,59.987325,-0.1950000000000074,25.195000000000007,3.5126749999999998,63.5,25.0,1.5,1.5,59.9892,-0.18000000000000682,25.180000000000007,1.5
140000000,150000000,59.9853,-0.21000000000000796,25.210000000000008,3.7646999999999995,63.75,25.0,1.5,1.5,59.987325,-0.1950000000000074,25.195000000000007,1.5
150000000,160000000,59.983125,-0.22500000000000853,25.22500000000001,4.016875,64.0,25.0,1.5,1.5,59.9853,-0.21000000000000796,25.210000000000008,1.5
160000000,170000000,59.9808,-0.2400000000000091,25.24000000000001,4.2692,64.25,25.0,1.5,1.5,59.983125,-0.22500000000000853,25.22500000000001,1.5
170000000,180000000,59.978325,-0.25500000000000966,25.25500000000001,4.521674999999999,64.5,25.0,1.5,1.5,59.9808,-0.2400000000000091,25.24000000000001,1.5
180000000,190000000,59.9757,-0.27000000000001023,25.27000000000001,4.774299999999999,64.75,25.0,1.5,1.5,59.978325,-0.25500000000000966,25.25500000000001,1.5
190000000,200000000,59.972925000000004,-0.2850000000000108,25.28500000000001,5.027074999999999,65.0,25.0,1.5,1.5,59.9757,-0.27000000000001023,25.27000000000001,1.5
200000000,210000000,59.97,-0.30000000000001137,25.30000000000001,5.279999999999999,65.25,25.0,1.5,1.5,59.972925000000004,-0.2850000000000108,25.28500000000001,1.5
210000000,220000000,59.966925,-0.31500000000001194,25.315000000000012,5.533074999999999,65.5,25.0,1.5,1.5,59.97,-0.30000000000001137,25.30000000000001,1.5
220000000,230000000,59.9637,-0.3300000000000125,25.330000000000013,5.786299999999999,65.75,25.0,1.5,1.5,59.966925,-0.31500000000001194,25.315000000000012,1.5
230000000,240000000,59.960325,-0.3450000000000131,25.345000000000013,6.039674999999999,66.0,25.0,1.5,1.5,59.9637,-0.3300000000000125,25.330000000000013,1.5
240000000,250000000,59.9568,-0.36000000000001364,25.360000000000014,6.293199999999999,66.25,25.0,1.5,1.5,59.960325,-0.3450000000000131,25.345000000000013,1.5
250000000,260000000,59.953125,-0.3750000000000142,25.375000000000014,6.546874999999999,66.5,25.0,1.5,1.5,59.9568,-0.36000000000001364,25.360000000000014,1.5
260000000,270000000,59.9493,-0.3900000000000148,25.390000000000015,6.800699999999999,66.75,25.0,1.5,1.5,59.953125,-0.3750000000000142,25.375000000000014,1.5
270000000,280000000,59.945325000000004,-0.40500000000001535,25.405000000000015,7.054674999999999,67.0,25.0,1.5,1.5,59.9493,-0.3900000000000148,25.390000000000015,1.5
280000000,290000000,59.9412,-0.4200000000000159,25.420000000000016,7.308799999999999,67.25,25.0,1.5,1.5,59.945325000000004,-0.40500000000001535,25.405000000000015,1.5
290000000,300000000,59.936925,-0.4350000000000165,25.435000000000016,7.563074999999999,67.5,25.0,1.5,1.5,59.9412,-0.4200000000000159,25.420000000000016,1.5
300000000,310000000,59.932500000000005,-0.45000000000001705,25.450000000000017,7.817499999999999,67.75,25.0,1.5,1.5,59.936925,-0.4350000000000165,25.435000000000016,1.5
310000000,320000000,59.927925,-0.4650000000000176,25.465000000000018,8.072075,68.0,25.0,1.5,1.5,59.932500000000005,-0.45000000000001705,25.450000000000017,1.5
320000000,330000000,59.9232,-0.4800000000000182,25.480000000000018,8.3268,68.25,25.0,1.5,1.5,59.927925,-0.4650000000000176,25.465000000000018,1.5
330000000,340000000,59.918324999999996,-0.49500000000001876,25.49500000000002,8.581675,68.5,25.0,1.5,1.5,59.9232,-0.4800000000000182,25.480000000000018,1.5
340000000,350000000,59.9133,-0.5100000000000193,25.51000000000002,8.836700000000002,68.75,25.0,1.5,1.5,59.918324999999996,-0.49500000000001876,25.49500000000002,1.5
350000000,360000000,59.908125,-0.5250000000000199,25.52500000000002,9.091875000000003,69.0,25.0,1.5,1.5,59.9133,-0.5100000000000193,25.51000000000002,1.5
360000000,370000000,59.9028,-0.5400000000000205,25.54000000000002,9.347200000000004,69.25,25.0,1.5,1.5,59.908125,-0.5250000000000199,25.52500000000002,1.5
370000000,380000000,59.897324999999995,-0.555000000000021,25.55500000000002,9.602675000000005,69.5,25.0,1.5,1.5,59.9028,-0.5400000000000205,25.54000000000002,1.5
380000000,390000000,59.89169999999999,-0.5700000000000216,25.57000000000002,9.858300000000005,69.75,25.0,1.5,1.5,59.897324999999995,-0.555000000000021,25.55500000000002,1.5
390000000,400000000,59.88592499999999,-0.5850000000000222,25.585000000000022,10.114075000000007,70.0,25.0,1.5,1.5,59.89169999999999,-0.5700000000000216,25.57000000000002,1.5
400000000,410000000,59.879999999999995,-0.6000000000000227,25.600000000000023,10.370000000000008,70.25,25.0,1.5,1.5,59.88592499999999,-0.5850000000000222,25.585000000000022,1.5
410000000,420000000,59.87392499999999,-0.6150000000000233,25.615000000000023,10.626075000000009,70.5,25.0,1.5,1.5,59.879999999999995,-0.6000000000000227,25.600000000000023,1.5
420000000,430000000,59.86769999999999,-0.6300000000000239,25.630000000000024,10.88230000000001,70.75,25.0,1.5,1.5,59.87392499999999,-0.6150000000000233,25.615000000000023,1.5
430000000,440000000,59.861324999999994,-0.6450000000000244,25.645000000000024,11.13867500000001,71.0,25.0,1.5,1.5,59.86769999999999,-0.6300000000000239,25.630000000000024,1.5
440000000,450000000,59.85479999999999,-0.660000000000025,25.660000000000025,11.395200000000012,71.25,25.0,1.5,1.5,59.861324999999994,-0.6450000000000244,25.645000000000024,1.5
450000000,460000000,59.84812499999999,-0.6750000000000256,25.675000000000026,11.651875000000013,71.5,25.0,1.5,1.5,59.85479999999999,-0.660000000000025,25.660000000000025,1.5
460000000,470000000,59.84129999999999,-0.6900000000000261,25.690000000000026,11.908700000000014,71.75,25.0,1.5,1.5,59.84812499999999,-0.6750000000000256,25.675000000000026,1.5
470000000,480000000,59.834324999999986,-0.7050000000000267,25.705000000000027,12.165675000000014,72.0,25.0,1.5,1.5,59.84129999999999,-0.6900000000000261,25.690000000000026,1.5
480000000,490000000,59.82719999999998,-0.7200000000000273,25.720000000000027,12.422800000000015,72.25,25.0,1.5,1.5,59.834324999999986,-0.7050000000000267,25.705000000000027,1.5
490000000,500000000,59.819924999999984,-0.7350000000000279,25.735000000000028,12.680075000000016,72.5,25.0,1.5,1.5,59.82719999999998,-0.7200000000000273,25.720000000000027,1.5
500000000,510000000,59.812499999999986,-0.7500000000000284,25.75000000000003,12.937500000000018,72.75,25.0,1.5,1.5,59.819924999999984,-0.7350000000000279,25.735000000000028,1.5
510000000,520000000,59.80492499999998,-0.765000000000029,25.76500000000003,13.195075000000019,73.0,25.0,1.5,1.5,59.812499999999986,-0.7500000000000284,25.75000000000003,1.5
520000000,530000000,59.79719999999998,-0.7800000000000296,25.78000000000003,13.45280000000002,73.25,25.0,1.5,1.5,59.80492499999998,-0.765000000000029,25.76500000000003,1.5
530000000,540000000,59.78932499999998,-0.7950000000000301,25.79500000000003,13.71067500000002,73.5,25.0,1.5,1.5,59.79719999999998,-0.7800000000000296,25.78000000000003,1.5
540000000,550000000,59.78129999999998,-0.8100000000000307,25.81000000000003,13.968700000000021,73.75,25.0,1.5,1.5,59.78932499999998,-0.7950000000000301,25.79500000000003,1.5
550000000,560000000,59.77312499999998,-0.8250000000000313,25.82500000000003,14.226875000000023,74.0,25.0,1.5,1.5,59.78129999999998,-0.8100000000000307,25.81000000000003,1.5
560000000,570000000,59.76479999999998,-0.8400000000000318,25.840000000000032,14.485200000000024,74.25,25.0,1.5,1.5,59.77312499999998,-0.8250000000000313,25.82500000000003,1.5
570000000,580000000,59.756324999999975,-0.8550000000000324,25.855000000000032,14.743675000000025,74.5,25.0,1.5,1.5,59.76479999999998,-0.8400000000000318,25.840000000000032,1.5
580000000,590000000,59.74769999999997,-0.870000000000033,25.870000000000033,15.002300000000025,74.75,25.0,1.5,1.5,59.756324999999975,-0.8550000000000324,25.855000000000032,1.5
590000000,600000000,59.73892499999997,-0.8850000000000335,25.885000000000034,15.261075000000027,75.0,25.0,1.5,1.5,59.74769999999997,-0.870000000000033,25.870000000000033,1.5
600000000,610000000,59.729999999999976,-0.9000000000000341,25.900000000000034,15.520000000000028,75.25,25.0,1.5,1.5,59.73892499999997,-0.8850000000000335,25.885000000000034,1.5
610000000,620000000,59.72092499999997,-0.9150000000000347,25.915000000000035,15.779075000000029,75.5,25.0,1.5,1.5,59.729999999999976,-0.9000000000000341,25.900000000000034,1.5
